Business Legal Name,Assumed Name(s),Street,City,Borough,Postcode,License Type,License Status,License Issue Date,License Expiration Date,Latitude,Longitude,Council District,Community Board,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location
DESTINATION MOON 22 LLC,SAILOR,228 DEKALB AVENUE,BROOKLYN,Brooklyn,11205,Roadway,Issued,02/07/2025 04:52:15 PM,02/07/2029 11:59:59 PM,40.689497849914,-73.970283870189,35,302,3059083,3021040030,181,BK0203,POINT (-73.970283870189 40.689497849914)
ROOT NOLITA LLC,SHOO SHOO NOLITA,371 BROOME STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/29/2025 01:47:43 PM,08/29/2029 11:59:59 PM,40.720207385185,-73.996136306805,1,102,1006985,1004710043,41,MN0201,POINT (-73.996136306805 40.720207385185)
"ARTURO'S PARK,INC",ARTURO'S,1617 YORK AVENUE,NEW YORK,Manhattan,10028,Roadway,Issued,02/13/2026 02:30:44 PM,02/13/2030 11:59:59 PM,40.775433761382,-73.947491621968,5,108,1050540,1015650022,14401,MN0803,POINT (-73.947491621968 40.775433761382)
FISHBOX RESTAURANT CORPORATION,SAMMY'S FISHBOX,41 CITY ISLAND AVENUE,BRONX,Bronx,10464,Sidewalk,Issued,12/09/2024 01:15:17 PM,12/09/2028 11:59:59 PM,40.838982884256,-73.783422265197,13,210,2081754,2056250037,51601,BX1003,POINT (-73.783422265197 40.838982884256)
JOANNIDES GROUP LLC,QUEEN'S ROOM,36-02 DITMARS BOULEVARD,ASTORIA,Queens,11105,Sidewalk,Issued,12/20/2024 10:21:59 AM,12/20/2028 11:59:59 PM,40.774261658928,-73.908080358739,22,401,4016362,4008210029,117,QN0101,POINT (-73.908080358739 40.774261658928)
9 EAST FIRST STREET LLC,BOWERY MEAT COMPANY,9 EAST    1 STREET,NEW YORK,Manhattan,10003,Sidewalk,Issued,02/07/2025 04:50:13 PM,02/07/2029 11:59:59 PM,40.724642695999,-73.991734535477,2,103,1087255,1004560007,3602,MN0303,POINT (-73.991734535477 40.724642695999)
LULA ENTERPRISES LLC,HAMILTON'S,2826 FORT HAMILTON PARKWAY,BROOKLYN,Brooklyn,11218,Roadway,Issued,05/16/2025 04:02:56 PM,05/16/2029 11:59:59 PM,40.649044103178,-73.97690032141,39,307,3123994,3053180001,50001,BK0701,POINT (-73.97690032141 40.649044103178)
AV 1123 BROADWAY LLC,ALL'ANTICO VINAIO,1123 BROADWAY,NEW YORK,Manhattan,10010,Roadway,Issued,08/15/2025 03:26:55 PM,08/15/2029 11:59:59 PM,40.743246492273,-73.989123049646,3,105,1015618,1008270028,58,MN0501,POINT (-73.989123049646 40.743246492273)
CHAMA MAMA LLC,CHAMA MAMA,121 MONTAGUE STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,04/11/2025 02:06:50 PM,04/11/2029 11:59:59 PM,40.694906037208,-73.994702518086,33,302,3001962,3002420001,501,BK0201,POINT (-73.994702518086 40.694906037208)
CARRIE'S HOSPITALITY LLC,ELDER GREENE,160 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Roadway,Issued,10/31/2024 10:43:34 AM,10/31/2028 11:59:59 PM,40.730690154184,-73.957716365406,33,301,3064538,3025500001,565,BK0101,POINT (-73.957716365406 40.730690154184)
4 CHARLES STREET RESTAURANT LLC,4 CHARLES PRIME RIB,4 CHARLES ST,NEW YORK,Manhattan,10014,Roadway,Issued,10/17/2025 03:43:41 PM,10/17/2029 11:59:59 PM,40.735138822689,-74.000647987239,3,102,1010849,1006110056,71,MN0203,POINT (-74.000647987239 40.735138822689)
SAM AND JUDY LLC,JUDY'S,4022 5 AVENUE,BROOKLYN,Brooklyn,11232,Roadway,Issued,11/06/2024 08:28:09 AM,11/06/2028 11:59:59 PM,40.650531262554,-74.004677699437,38,307,3324368,3007140044,82,BK0702,POINT (-74.004677699437 40.650531262554)
DAVIS AND DEVORE GROUP LLC,TEDDY'S BAR & GRILL,96 BERRY STREET,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,02/20/2026 03:12:45 PM,02/20/2030 11:59:59 PM,40.719269406542,-73.958336915049,33,301,3061759,3023100030,557,BK0102,POINT (-73.958336915049 40.719269406542)
RAVE RESTAURANT CORP,HURLEY'S SALOON,232 WEST   48 STREET,NEW YORK,Manhattan,10036,Roadway,Issued,02/06/2026 11:49:36 AM,02/06/2030 11:59:59 PM,40.760433797116,-73.985622390329,3,105,1024763,1010190054,125,MN0502,POINT (-73.985622390329 40.760433797116)
LE MIU CORP.,KAZUZA,107 AVENUE A,NEW YORK,Manhattan,10009,Roadway,Issued,10/03/2025 01:29:34 PM,10/03/2029 11:59:59 PM,40.725904420947,-73.983649150009,2,103,1005792,1004347504,32,MN0303,POINT (-73.983649150009 40.725904420947)
PIEINTHESKYBROOKLYN LLC,PAULIE GEES,60 GREENPOINT AVENUE,BROOKLYN,Brooklyn,11222,Roadway,Issued,10/31/2025 11:37:07 AM,10/31/2029 11:59:59 PM,40.729770968613,-73.958568457037,33,301,3064789,3025620012,565,BK0101,POINT (-73.958568457037 40.729770968613)
"THE RED STACHE, LLC",THE RED STACHE,401 WEST   52 STREET,NEW YORK,Manhattan,10019,Roadway,Issued,02/27/2026 02:25:29 PM,02/27/2030 11:59:59 PM,40.764916306658,-73.988455259317,3,104,1076208,1010620029,133,MN0402,POINT (-73.988455259317 40.764916306658)
THE WOLFE ON AMSTERDAM INC,THE WOLFE,425 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,05/09/2025 09:34:44 AM,05/09/2029 11:59:59 PM,40.784048398195,-73.977651341293,6,107,1031950,1012110003,165,MN0702,POINT (-73.977651341293 40.784048398195)
BAMONTES RESTAURANT CORP.,BAMONTE'S,32 WITHERS STREET,BROOKLYN,Brooklyn,11211,Roadway,Issued,05/16/2025 03:54:33 PM,05/16/2029 11:59:59 PM,40.716727740645,-73.951340215867,33,301,3068243,3027410013,515,BK0102,POINT (-73.951340215867 40.716727740645)
"FAT ANNIE'S, LLC",FEILE,133 WEST   33 STREET,NEW YORK,Manhattan,10001,Roadway,Issued,08/08/2025 02:42:54 PM,08/08/2029 11:59:59 PM,40.749581420927,-73.989320514772,3,105,1015198,1008097501,101,MN0501,POINT (-73.989320514772 40.749581420927)
STOKES & MCGINLEY INC.,ALFIE'S,800 9 AVENUE,NEW YORK,Manhattan,10019,Sidewalk,Issued,11/14/2025 12:18:05 PM,11/14/2029 11:59:59 PM,40.76544868973,-73.98750212227,3,104,1025389,1010440001,133,MN0402,POINT (-73.98750212227 40.76544868973)
FRENA MEDITERRANEAN LLC,FRENA,773 10 AVENUE,NEW YORK,Manhattan,10019,Sidewalk,Issued,04/04/2025 04:24:26 PM,04/04/2029 11:59:59 PM,40.766080293994,-73.990779929652,3,104,1088297,1010810029,13501,MN0402,POINT (-73.990779929652 40.766080293994)
"GORDOS 140 ST. NICHOLAS, LLC",GORDOS CANTINA,140 SAINT NICHOLAS AVENUE,BROOKLYN,Brooklyn,11237,Sidewalk,Issued,08/29/2025 01:43:34 PM,08/29/2029 11:59:59 PM,40.705045835565,-73.917467116137,37,304,3073953,3032490033,445,BK0401,POINT (-73.917467116137 40.705045835565)
AINSLIE BOWERY LLC,AINSLIE BOWERY,199 BOWERY,NEW YORK,Manhattan,10002,Sidewalk,Issued,02/13/2026 02:26:43 PM,02/13/2030 11:59:59 PM,40.721143242987,-73.993701117259,1,103,1087253,1004257502,18,MN0302,POINT (-73.993701117259 40.721143242987)
GOSHT INC,GOSHT RESTAURANT,3215 CONEY ISLAND AVENUE,BROOKLYN,Brooklyn,11235,Roadway,Issued,04/04/2025 03:06:48 PM,04/04/2029 11:59:59 PM,40.577356486268,-73.959577718925,48,313,3423914,3087207511,61002,BK1303,POINT (-73.959577718925 40.577356486268)
FRANCAT INC,LOCANDA VINI & OLII (LEWIS DRUG STORE),129 GATES AVENUE,BROOKLYN,Brooklyn,11238,Sidewalk,Issued,12/05/2025 02:31:19 PM,12/05/2029 11:59:59 PM,40.684796653234,-73.962926874641,35,302,3335023,3019650082,201,BK0204,POINT (-73.962926874641 40.684796653234)
MYRTLE VILLAGE LLC,BIRDY'S,1215 MYRTLE AVENUE,BROOKLYN,Brooklyn,11221,Roadway,Issued,06/18/2025 03:33:10 PM,06/18/2029 11:59:59 PM,40.697600300753,-73.93154105582,34,304,3072457,3031830077,391,BK0401,POINT (-73.93154105582 40.697600300753)
27-24 TAVERN CORP,DUTCH KILLS,27-24 JACKSON AVENUE,LONG ISLAND CITY,Queens,11101,Sidewalk,Issued,02/13/2026 03:37:51 PM,02/13/2030 11:59:59 PM,40.747889271091,-73.9401725833,26,402,4003491,4002660020,1902,QN0201,POINT (-73.9401725833 40.747889271091)
EAT MADISON 91 LLC,ELI'S ESSENTIALS,26 EAST   91 STREET,NEW YORK,Manhattan,10128,Roadway,Issued,11/14/2025 12:41:11 PM,11/14/2029 11:59:59 PM,40.784267615779,-73.957068332628,4,108,1047004,1015020056,15002,MN0802,POINT (-73.957068332628 40.784267615779)
"I MALATESTA TRATTORIA, INC",MALATESTA TRATTORIA,649 WASHINGTON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,08/22/2025 03:35:33 PM,08/22/2029 11:59:59 PM,40.732747963593,-74.008612864661,3,102,1011720,1006300001,75,MN0203,POINT (-74.008612864661 40.732747963593)
WL BROOKLYN LLC,VINE BAR,81 FLEET PLACE,BROOKLYN,Brooklyn,11201,Roadway,Issued,03/24/2025 04:21:23 PM,03/24/2029 11:59:59 PM,40.693082177833,-73.981749612031,35,302,3420464,3020610110,3101,BK0203,POINT (-73.981749612031 40.693082177833)
LONG BLAST LLC,THE LONG ISLAND BAR,110 ATLANTIC AVENUE,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,10/31/2025 11:46:21 AM,10/31/2029 11:59:59 PM,40.690808159112,-73.996466159306,39,306,3002938,3002840025,49,BK0601,POINT (-73.996466159306 40.690808159112)
CALABRIA RESTAURANT LLC,IL BRIGANTE,214 FRONT STREET,NEW YORK,Manhattan,10038,Sidewalk,Issued,02/27/2026 01:30:23 PM,02/27/2030 11:59:59 PM,40.707326222106,-74.002532013525,1,101,1086562,1000977504,1501,MN0101,POINT (-74.002532013525 40.707326222106)
DESTINATION MOON 22 LLC,SAILOR,228 DEKALB AVENUE,BROOKLYN,Brooklyn,11205,Sidewalk,Issued,02/07/2025 04:52:40 PM,02/07/2029 11:59:59 PM,40.689497849914,-73.970283870189,35,302,3059083,3021040030,181,BK0203,POINT (-73.970283870189 40.689497849914)
IL BUCO CORP,IL BUCO,47 BOND STREET,NEW YORK,Manhattan,10012,Roadway,Issued,08/15/2025 03:37:36 PM,08/15/2029 11:59:59 PM,40.726020645904,-73.992885275269,2,102,1008434,1005297506,5502,MN0202,POINT (-73.992885275269 40.726020645904)
"26th Street Restaurant, LLC",UPLAND,345 PARK AVENUE SOUTH,NEW YORK,Manhattan,10010,Roadway,Issued,10/24/2025 03:57:10 PM,10/24/2029 11:59:59 PM,40.741601955353,-73.985316119962,2,105,1018102,1008810001,68,MN0602,POINT (-73.985316119962 40.741601955353)
ARELO LLC,GO NONNA,10-50 44 DRIVE,LONG ISLAND CITY,Queens,11101,Roadway,Issued,05/09/2025 09:14:38 AM,05/09/2029 11:59:59 PM,40.748717671596,-73.950620201915,26,402,4000429,4000510024,702,QN0201,POINT (-73.950620201915 40.748717671596)
"WAGAWONGAWITZ, LLC.",CAFE CLUNY,284 WEST   12 STREET,NEW YORK,Manhattan,10014,Sidewalk,Issued,02/27/2026 01:25:12 PM,02/27/2030 11:59:59 PM,40.737529596266,-74.004009041465,3,102,1011384,1006240048,77,MN0203,POINT (-74.004009041465 40.737529596266)
TIMONI INC,TRE GIOVANI,548 LAGUARDIA PLACE,NEW YORK,Manhattan,10012,Sidewalk,Issued,02/27/2026 02:27:22 PM,02/27/2030 11:59:59 PM,40.728804047051,-73.998325876931,2,102,1008640,1005370021,65,MN0202,POINT (-73.998325876931 40.728804047051)
"YUCA BAR & RESTAURANT, INC",YUCA BAR & RESTAURANT,111 AVENUE A,NEW YORK,Manhattan,10009,Roadway,Issued,01/02/2026 01:51:02 PM,01/02/2030 11:59:59 PM,40.726143190791,-73.983475912993,2,103,1077644,1004350037,32,MN0303,POINT (-73.983475912993 40.726143190791)
119 PARIS CAFE CORP,PARIS CAFE,119 SOUTH STREET,NEW YORK,Manhattan,10038,Roadway,Issued,08/22/2025 03:34:37 PM,08/22/2029 11:59:59 PM,40.706930986673,-74.001944084283,1,101,1001322,1000970001,1501,MN0101,POINT (-74.001944084283 40.706930986673)
FROZENBANANA LLC,THE PALACE,206 NASSAU AVENUE,BROOKLYN,Brooklyn,11222,Sidewalk,Issued,02/06/2026 01:09:51 PM,02/06/2030 11:59:59 PM,40.725587556324,-73.944637552759,33,301,3067045,3026860008,591,BK0101,POINT (-73.944637552759 40.725587556324)
"212 LAFAYETTE ASSOCIATES, LLC",CAFE SELECT,212 LAFAYETTE STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/24/2025 03:32:55 PM,10/24/2029 11:59:59 PM,40.721774687105,-73.997590095253,1,102,1007222,1004820031,45,MN0201,POINT (-73.997590095253 40.721774687105)
FOODEX BROOKLYN LLC,TONCHIN BROOKLYN,109 NORTH    3 STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,07/03/2025 01:28:33 PM,07/03/2029 11:59:59 PM,40.716690566674,-73.961909825586,34,301,3329978,3023500026,555,BK0102,POINT (-73.961909825586 40.716690566674)
SADA ONE LLC,EMPELLON,230 WEST    4 STREET,NEW YORK,Manhattan,10014,Roadway,Issued,06/18/2025 03:34:35 PM,06/18/2029 11:59:59 PM,40.734112397275,-74.002940774604,3,102,1011165,1006190068,73,MN0203,POINT (-74.002940774604 40.734112397275)
REGULARS LLC,CAPTAIN DAN'S GOOD TIME TAVERN,497 GREENE AVENUE,BROOKLYN,Brooklyn,11216,Sidewalk,Issued,02/27/2026 01:26:34 PM,02/27/2030 11:59:59 PM,40.688407099023,-73.951130189653,36,303,3050195,3017940092,251,BK0301,POINT (-73.951130189653 40.688407099023)
LA TUNA INC.,LA TUNA RESTAURANT,68 VAN RIPER ST,STATEN ISLAND,Staten Island,10302,Roadway,Issued,01/16/2026 01:00:19 PM,01/16/2030 11:59:59 PM,40.626114156596,-74.14373786411,49,501,5129799,5011400082,247,SI0106,POINT (-74.14373786411 40.626114156596)
RHLP 284 LLC,RED HOOK LOBSTER POUND,284 VAN BRUNT STREET,BROOKLYN,Brooklyn,11231,Roadway,Issued,10/10/2025 01:38:08 PM,10/10/2029 11:59:59 PM,40.67974632809,-74.010098611838,38,306,3008365,3005290028,59,BK0601,POINT (-74.010098611838 40.67974632809)
THE  BANHMIGOS FOOD INC,BANHMIGOS,178 LINCOLN PLACE,BROOKLYN,Brooklyn,11217,Sidewalk,Issued,02/06/2026 10:50:14 AM,02/06/2030 11:59:59 PM,40.67550590241,-73.974053883834,39,306,3341657,3010610010,159,BK0602,POINT (-73.974053883834 40.67550590241)
STRATOS BAKERY CORP,BOCADO CAFE,1297 LEXINGTON AVENUE,NEW YORK,Manhattan,10128,Roadway,Issued,08/22/2025 03:07:44 PM,08/22/2029 11:59:59 PM,40.780366503147,-73.954933246791,5,108,1048045,1015160020,14802,MN0802,POINT (-73.954933246791 40.780366503147)
K TOP CHICKEN INC,PEARL KITCHEN,639 DRIGGS AVENUE,BROOKLYN,Brooklyn,11211,Roadway,Issued,07/18/2025 03:31:32 PM,07/18/2029 11:59:59 PM,40.715034312093,-73.958566830914,34,301,3062373,3023537501,519,BK0102,POINT (-73.958566830914 40.715034312093)
SAINT SABINO LLC,SAN SABINO,113 GREENWICH AVENUE,NEW YORK,Manhattan,10014,Roadway,Issued,01/09/2026 02:11:44 PM,01/09/2030 11:59:59 PM,40.738051153937,-74.00200273222,3,102,1011045,1006150076,77,MN0203,POINT (-74.00200273222 40.738051153937)
CATERED BY PERGOLA LLC,GARDENIA TERRACE,826 10 AVENUE,NEW YORK,Manhattan,10019,Sidewalk,Issued,03/06/2026 10:20:36 AM,03/06/2030 11:59:59 PM,40.767614515401,-73.989635303786,3,104,1026807,1010640061,139,MN0402,POINT (-73.989635303786 40.767614515401)
768 MAD RESTAURANT LLC,BAR ITALIA,768 MADISON AVENUE,NEW YORK,Manhattan,10065,Roadway,Issued,05/09/2025 09:11:13 AM,05/09/2029 11:59:59 PM,40.767824704469,-73.968328188871,4,108,1041149,1013800058,122,MN0802,POINT (-73.968328188871 40.767824704469)
JUICE & VEGGIE FOOD CORP,B&H DAIRY,127 SECOND AVENUE,NEW YORK,Manhattan,10003,Sidewalk,Issued,12/19/2024 10:15:20 AM,12/19/2028 11:59:59 PM,40.728353274395,-73.987851866135,2,103,1006679,1004630031,38,MN0303,POINT (-73.987851866135 40.728353274395)
"FELICE 240, LLC",FELICE,240 COLUMBUS AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,01/02/2026 01:42:41 PM,01/02/2030 11:59:59 PM,40.776824501976,-73.979220791054,6,107,1029887,1011430031,157,MN0701,POINT (-73.979220791054 40.776824501976)
"JUICE PRODUCTIONS, INC.",PROVINI,1302 8 AVENUE,BROOKLYN,Brooklyn,11215,Roadway,Issued,08/08/2025 02:54:03 PM,08/08/2029 11:59:59 PM,40.663246396408,-73.981314457464,39,306,3026494,3011000038,14901,BK0602,POINT (-73.981314457464 40.663246396408)
FIASCHETTERIA LTD,FIASCHETTERIA PISTOIA,647 EAST   11 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,05/16/2025 03:51:13 PM,05/16/2029 11:59:59 PM,40.72671312035,-73.977677859274,2,103,1004914,1003940044,28,MN0303,POINT (-73.977677859274 40.72671312035)
GAYSEAHORSE LLC,OLEA,171 LAFAYETTE AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,08/15/2025 03:55:00 PM,08/15/2029 11:59:59 PM,40.687664410013,-73.970551518834,35,302,3335279,3021040065,181,BK0203,POINT (-73.970551518834 40.687664410013)
AV 60TH LLC,ALL'ANTICO VINAIO,36 EAST   60 STREET,NEW YORK,Manhattan,10022,Roadway,Issued,02/06/2026 10:48:57 AM,02/06/2030 11:59:59 PM,40.764007324938,-73.970495974227,4,108,1040758,1013740042,11401,MN0802,POINT (-73.970495974227 40.764007324938)
HUMPHREY'S BAKERY INC.,BALTHAZAR BAKERY,80 SPRING STREET,NEW YORK,Manhattan,10012,Roadway,Issued,06/27/2025 07:30:02 PM,06/27/2029 11:59:59 PM,40.72270242812,-73.998109569261,1,102,1007238,1004830017,45,MN0201,POINT (-73.998109569261 40.72270242812)
"NEW YORK EVENTS, INC.",GARDEN CARVER,187 GRAND STREET,BROOKLYN,Brooklyn,11211,Sidewalk,Issued,12/19/2025 10:51:30 AM,12/19/2029 11:59:59 PM,40.714272026783,-73.960728040102,34,301,3062635,3023810006,553,BK0102,POINT (-73.960728040102 40.714272026783)
TUTTO BENE RESTAURANT INC.,CHELSEA RISTORANTE,108 8 AVENUE,NEW YORK,Manhattan,10011,Sidewalk,Issued,03/06/2026 10:08:40 AM,03/06/2030 11:59:59 PM,40.740675150524,-74.001833203947,3,104,1081537,1007650001,81,MN0401,POINT (-74.001833203947 40.740675150524)
LM CAFE LLC,LAUGHING MAN CAFE,184 DUANE STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/22/2025 03:29:30 PM,08/22/2029 11:59:59 PM,40.717396350423,-74.010245027189,1,101,1075718,1001417502,39,MN0102,POINT (-74.010245027189 40.717396350423)
"LEAHLALA, LLC.",ABILENE,442 COURT STREET,BROOKLYN,Brooklyn,11231,Sidewalk,Issued,05/02/2025 02:20:29 PM,05/02/2029 11:59:59 PM,40.6789260592,-73.997562807106,39,306,3005293,3003660030,65,BK0601,POINT (-73.997562807106 40.6789260592)
MEKONG BK CORP,MEKONG BK,250 DEKALB AVENUE,BROOKLYN,Brooklyn,11205,Sidewalk,Issued,04/04/2025 04:29:53 PM,04/04/2029 11:59:59 PM,40.689450835157,-73.968949713247,35,302,3055283,3019290018,197,BK0204,POINT (-73.968949713247 40.689450835157)
"ANEJO, LLC",ANEJO,668 10 AVENUE,NEW YORK,Manhattan,10036,Sidewalk,Issued,03/06/2026 09:47:09 AM,03/06/2030 11:59:59 PM,40.762773028647,-73.99317373378,3,104,1026514,1010560061,127,MN0402,POINT (-73.99317373378 40.762773028647)
MARLA'S FOOD CORP,5 BURRO CAFE,72-05 AUSTIN STREET,FOREST HILLS,Queens,11375,Roadway,Issued,12/19/2024 10:10:24 AM,12/19/2028 11:59:59 PM,40.719240013333,-73.842370022351,29,406,4078033,4032580033,737,QN0602,POINT (-73.842370022351 40.719240013333)
"THE GRANOLA BAR AT 86, LLC",THE GRANOLA BAR,551 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Sidewalk,Issued,05/02/2025 02:34:27 PM,05/02/2029 11:59:59 PM,40.788060618602,-73.974724878768,6,107,1032218,1012170064,173,MN0702,POINT (-73.974724878768 40.788060618602)
230 NINTH AVENUE RESTAURANT LLC,SHUKETTE,230 9 AVENUE,NEW YORK,Manhattan,10001,Roadway,Issued,04/22/2025 04:13:48 PM,04/22/2029 11:59:59 PM,40.747177504204,-74.000808421099,3,104,1083597,1007480001,93,MN0401,POINT (-74.000808421099 40.747177504204)
421 AMSTERDAM PIZZA CORP.,MADE IN NEW YORK PIZZA,421 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,08/15/2025 03:49:47 PM,08/15/2029 11:59:59 PM,40.783957833302,-73.977712759219,6,107,1031948,1012110001,165,MN0702,POINT (-73.977712759219 40.783957833302)
BALCONY CAFE INC,1803 NYC / BON COURAGE,78 READE STREET,NEW YORK,Manhattan,10007,Sidewalk,Issued,01/07/2026 11:38:04 AM,01/07/2030 11:59:59 PM,40.715219988793,-74.007070279954,1,101,1001641,1001500012,33,MN0102,POINT (-74.007070279954 40.715219988793)
76 AINSLIE OPCO LLC C/O COTTA,AINSLIE,76 AINSLIE STREET,BROOKLYN,Brooklyn,11211,Sidewalk,Issued,01/16/2026 12:57:58 PM,01/16/2030 11:59:59 PM,40.712553182491,-73.951898774916,34,301,3062550,3023750010,513,BK0102,POINT (-73.951898774916 40.712553182491)
"LAPIZZA SHOP, INC.",96 TEARS,110 AVENUE A,NEW YORK,Manhattan,10009,Roadway,Issued,01/02/2026 01:26:38 PM,01/02/2030 11:59:59 PM,40.725874228518,-73.983649157445,2,103,1005082,1004027501,32,MN0303,POINT (-73.983649157445 40.725874228518)
GREY DOG CHELSEA INC,THE GREY DOG,242 WEST   16 STREET,NEW YORK,Manhattan,10011,Roadway,Issued,10/03/2025 01:46:37 PM,10/03/2029 11:59:59 PM,40.740406178389,-73.999996391345,3,104,1013788,1007650065,81,MN0401,POINT (-73.999996391345 40.740406178389)
"KIPS BAY MUSIC BAR, LLC",PADDY REILLY'S MUSIC BAR,519 2 AVENUE,NEW YORK,Manhattan,10016,Sidewalk,Issued,02/13/2026 03:56:22 PM,02/13/2030 11:59:59 PM,40.741548681548,-73.978243046895,2,106,1019902,1009090034,66,MN0603,POINT (-73.978243046895 40.741548681548)
BEAR DONUT INC,BEAR DONUT,40 WEST   31 STREET,NEW YORK,Manhattan,10001,Roadway,Issued,06/13/2025 09:08:07 AM,06/13/2029 11:59:59 PM,40.747275662702,-73.987732913442,3,105,1078654,1008320066,76,MN0501,POINT (-73.987732913442 40.747275662702)
51 KENT CAFE INC,THE KENT ALE HOUSE,51 KENT AVENUE,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,07/18/2025 03:34:33 PM,07/18/2029 11:59:59 PM,40.722440003121,-73.959424444186,33,301,3061595,3022950107,557,BK0102,POINT (-73.959424444186 40.722440003121)
VINOLI INC,BARBES,376 NINTH STREET,BROOKLYN,Brooklyn,11215,Sidewalk,Issued,10/03/2025 01:24:00 PM,10/03/2029 11:59:59 PM,40.667822283476,-73.983548092373,39,306,3022340,3010120007,151,BK0602,POINT (-73.983548092373 40.667822283476)
THEBUSINESS OF HOSPITALITY LLC,,1022 LEXINGTON AVENUE,NEW YORK,Manhattan,10021,Sidewalk,Issued,01/30/2026 01:42:22 PM,01/30/2030 11:59:59 PM,40.771001143831,-73.961795605142,4,108,1042862,1014070059,128,MN0802,POINT (-73.961795605142 40.771001143831)
JUICE GENERATION INC,JUICE GENERATION,210 BEDFORD AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,02/20/2026 03:02:28 PM,02/20/2030 11:59:59 PM,40.716952945333,-73.958677462389,34,301,3062191,3023350025,553,BK0102,POINT (-73.958677462389 40.716952945333)
MDMPZZA LLC,ACE'S PIZZA,637 DRIGGS AVENUE,BROOKLYN,Brooklyn,11211,Roadway,Issued,06/27/2025 07:23:48 PM,06/27/2029 11:59:59 PM,40.715069979737,-73.958527128599,34,301,3062373,3023537501,519,BK0102,POINT (-73.958527128599 40.715069979737)
"ARUGULA NYC, LLC",RUCOLA,190 DEAN STREET,BROOKLYN,Brooklyn,11217,Roadway,Issued,07/03/2025 01:22:58 PM,07/03/2029 11:59:59 PM,40.68577344604,-73.986020753074,33,302,3001325,3001950032,41,BK0202,POINT (-73.986020753074 40.68577344604)
B&H RESTAURANT LLC,LEYLA,108 WEST   74 STREET,NEW YORK,Manhattan,10023,Sidewalk,Issued,02/13/2026 04:00:03 PM,02/13/2030 11:59:59 PM,40.778896614003,-73.978263293554,6,107,1030021,1011450037,157,MN0701,POINT (-73.978263293554 40.778896614003)
MR. BBQ FOOD INC,MR. BBQ FOOD,5824 8 AVENUE,BROOKLYN,Brooklyn,11220,Roadway,Issued,07/03/2025 01:22:09 PM,07/03/2029 11:59:59 PM,40.636453054622,-74.008571564118,43,307,3016217,3008580047,10401,BK0703,POINT (-74.008571564118 40.636453054622)
"3RD AVENUE HOSPITALITY, LLC",THE SMITH,55 3 AVENUE,NEW YORK,Manhattan,10003,Roadway,Issued,10/10/2025 01:39:10 PM,10/10/2029 11:59:59 PM,40.730988349684,-73.988840014972,2,103,1006807,1004667502,4002,MN0303,POINT (-73.988840014972 40.730988349684)
418 RESTAURANT  LLC,SANTA FE,73 WEST   71 STREET,NEW YORK,Manhattan,10023,Roadway,Issued,11/22/2024 09:40:01 AM,11/22/2028 11:59:59 PM,40.776448360581,-73.978621546726,6,107,1079299,1011240003,157,MN0701,POINT (-73.978621546726 40.776448360581)
SULTAN & SON'S DELICATESSEN INC,BROAD NOSH BAGELS,314 WEST   58 STREET,NEW YORK,Manhattan,10019,Roadway,Issued,09/19/2025 12:03:39 PM,09/19/2029 11:59:59 PM,40.767635680283,-73.9829854305,6,104,1026056,1010480041,139,MN0402,POINT (-73.9829854305 40.767635680283)
ACBP SOHA LLC,ARTS & CRAFTS BEER PARLOR,1135 AMSTERDAM AVENUE,NEW YORK,Manhattan,10025,Roadway,Issued,12/19/2024 10:12:09 AM,12/19/2028 11:59:59 PM,40.806696410041,-73.961124830344,7,109,1056058,1018670074,20101,MN0901,POINT (-73.961124830344 40.806696410041)
NOWON INC,NOWON,507 EAST    6 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,08/15/2025 03:53:22 PM,08/15/2029 11:59:59 PM,40.725284083095,-73.983504989493,2,103,1005116,1004020062,32,MN0303,POINT (-73.983504989493 40.725284083095)
LV TAPAS INC,LA VARA,268 CLINTON STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,01/16/2026 01:01:24 PM,01/16/2030 11:59:59 PM,40.687807095557,-73.995748764833,39,306,3003234,3003010026,45,BK0601,POINT (-73.995748764833 40.687807095557)
